ID_avaliacao,avaliacao,nota,sentimento
110858,Paguei à vista e não recebi nem a cama nem o valor pago. Recebi uma mensagem de que a transportadora não entrega na minha localidade. Não consigo falar com ninguém. Deixei de ser cliente fiel.,1,negativo
64654,"Esse produto é muito ruim , gastasse muito café e fora que para preparar é uma briga   Não compre, não percam o seu dinheiro",1,negativo
24527,"O Galaxy A5 2017 é o melhor produto do segmento, assim q recebi o produto houve uma atualização q trouxe melhorias na câmera. A entrega do produto foi realizada antes do prazo, em 5 dias.",5,positivo
27862,"Bom produto, limpeza do ap ok e cabo com longo alcance",4,positivo
14613,"Vou pagar a terceira parcela e não recebi o produto aínda ! Sei que há um prazo , mas acho uma falta de respeito , não possuir um Puff no estoque para envio ao cliente ! Difícil manter-se cliente desta loja !",1,negativo
46895,Adorei meu marines.da próxima vez vou comprar a retangular maior.obrigado.chegou antes do prazo.,5,positivo
16926,"Gostei muito, excelente qualidade, chegou rápido, muito bem embalado ,recomendo o produto.",5,positivo
62177,"Tinha uma máquina que demorava cortar, levava uns 25 minutos para fazer um corte. Depois que comprei a Wahl Home Basic levei cerca de 10 à 15 minutos para cortar. Máquina muito boa, recomendo muito.",4,positivo
80530,"Ainda não recebi o produto comprado , mesmo passando muito tempo da data prometida  Aguardo satisfação com urgência",1,negativo
64144,"A entrega foi muito rápida, chegou antes do previsto, porém o material não é bom, não é como a imagem, não é original, veio todo amassado em uma sacola.",2,negativo
62518,Indignada pela falta de responsabilidade até o momento não há resposta por não ter recebido a mercadoria,1,negativo
128319,"parabéns,recomendooooooooooooooooooooooooooooooooo",4,positivo
124174,Amigos se esse valor do rebatedor acompanhar o flash pode até ser.,1,negativo
113406,"Boa noite.  Não consigo tarar a balança e estou sem poder usa-la, pode me enviar as instruções em português por gentileza? Também esta faltando a nota fiscal .",2,negativo
95068,"Achei o atendimento, entrega e produtos perfeitos!",4,positivo
2204,"comprei ela instalei no carro e depois de 6 meses comecou a travar e desligar sozinha , levei em uma equipadora , o tecnico disse que niguem mexe , agora fiquei no prejuizo.",1,negativo
52904,"Deveria ser proibido pedir avaliacao de um medicamento, para os compradores que sao leigos no assunto. Mesmo sendo medicamento veterinário, nao compre sem ter uma receita medica.",1,negativo
129423,Sempre quiz uma tv tela grande ótima escolha perfeita sonho realizado entrega rápida super recomendo,4,positivo
65270,"A calça é linda, veste super bem, o jeans tem um cor ótima, me deixou mais magra! Recomendo",5,positivo
121600,"Adorei a mala! é bastante espaçosa, muito bem confeccionada! e bonita!!!. Plenamente satisfeita!. Grata a art and bags,. Rossana",5,positivo
21014,Vou compra mais 2 aparelhos gostetei muito nao preciso compra smartv comprando uma tv box  de otimabqualidade vale apena,5,positivo
75711,PRODUTO DE EXCELENTE QUALIDADE E QUE ATENDE SATISFATORIAMENTE AS MINHAS NECESSIDADES. RECOMENDO,5,positivo
80271,"Não recebi o produto , está com um atraso de mais de 15 dias após o prazo maximo que me deram",1,negativo
78645,produto muito bom...tamanho bom...facil de lidar...,4,positivo
123739,"Mal atendido, produto entregue com vários dias de atraso, produto com falta de peças e com deformação",1,negativo
59965,"Produto lindo, entrega rápida, entregador simpático... Quanto a isso não tenho o que reclamar.  Mas fica praticamente impossível receber um produto onde as informações contidas em relação ao tamanho são completamente diferente quando está montado, inúmeras depredações nas madeiras e não vem sequer o manul e muito menos os parafusos pra montagem, isso é um ABSURDO. Tive q me desdobrar pra resolver esse transtorno por conta de descuido de vcs. NÃO COMPRO NUNCA MAIS NESSA LOJA. perderam mais uma cliente.",2,negativo
121648,Excelente qualidade e deixa a mesa organizada! super recomendo,5,positivo
20621,Poderia ser mais forte o jato de água. Os três primeiro são medianos mais o último  Achei que de veria ser mas forte.,4,positivo
66673,"O formato do aparelho é ÓTIMO, dá para digitar e olhar o visor de frente, enquanto se mantém o fone na outra mao. Só que, com menos de uma semana após minha compra ter chegado, o telefone deu curto na linha. Ele e um outro igual que eu tinha comprado há uns 2 ou 3 meses. Assim nao adianta o design ser bom...",2,negativo
42541,não gostei porque esta dando vacuo no galão e não consigo resolver,2,negativo
104009,"Minha estátua do Batman é a peça mais linda da minha coleção, sem dúvida foi a melhor compra!",5,positivo
103191,"Muito útil, faz realmente o que promete. A capacidade da tigela é pequena para grandes receitas, mas é uma batedeira forte, potente.  Eu gostei muito.",5,positivo
73272,"O produto veio danificado e não funcionando, após fazer a reclamaçao o excesso de burocratização, falta de organização e de retorno ao cliente me fizeram entender que não havia o interesse de resolver o meu problema. Moral da história, perdi o dinheiro e não recomendo de forma alguma, nem o produto e nem a loja.",1,negativo
16808,"não comprem esta película pois ninguém consegue instalar sem encher de bolhas a tela,tentei 3 vezes sem sucesso daí resolvi jogar no lixo. não perca seu tempo gastando $$ com isso, fica o aviso!!",1,negativo
43701,Atendeu plenamente minhas necessidades.  Estética agradável e funcionalidade perfeita.,5,positivo
18185,"Ótimo, super recomendo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!¡¡¡¡¡¡¡¡¡¡¡¡¡¡!!!!!!!!!!",4,positivo
43341,Foi um sucesso desde que chegou. Na minha casa todos adoram pipoca mas não podia deixar meu netinho de 2 anos se encher de gordura e sal..Esta pipoqueira é a nossa salvação. Fácil de usar!,5,positivo
84855,"Produto de pessima qualidade, ele empenou rapido, agarraram as pecas e tive q passar um lubrificante e por fim  desmonta muito facil, mesmo ficando guardado.",1,negativo
117237,"Não gostei do vendedor pois tive pro lema com a chave e ate o momento não teve um retorno mandei dois e-mails e não tive retorno de nenhum. Estou insatisfeita, e o pior nem meu dinheiro tive retorno!",1,negativo
45780,Gostei do produto mas veio todos arranhado !!!mas recomendaria o produto.,2,negativo
68079,"Telefone muito ruim, trava toda hora, desliga sozinho, esquenta com frequência, parece q vai pegar fogo. Péssima aquisição. Não recomendo. Vou procurar a assistência e ver se resolvem o problema.",1,negativo
63900,Ótimo produto. Recomendo. Veio no dia certo. Excelente. Gostei muito.,4,positivo
129249,sdfghjklasdfghjklç~wsdfghjklçasdfghjklçasdfghjklçasdfghjklçsdfghjklçsdfghjklçsdfghjklç~sdfghjoç~]sdfghjklç~sdfghjklç,5,positivo
5358,"Produto bem embalado e chegou antes do prazo, totalmente satisfeita com esse produto da Samsung",1,negativo
105031,O melhor presente meu filho adorou o relógio comprei para dar de presente e foi o que esperava aprovado.,5,positivo
8722,"Atendeu as expectativas. Fixa bem. A capa traseira é um preto transparente, o que nao mostra na foto, mas gostei!",4,positivo
3854,"Gostei muito do barbeador oneBlade, melhor custo benefício. Ele não irrita a sua pele e pode ser usado quanto a seco ou molhado... super recomendo.",4,positivo
128586,"comprei o produto achando que era essa caixa ts-w311, e na verdade eles me entregaram a Ts-w 300 com a justificativa que a caixa do anuncio nao existe mais no mercado, mas acho que pra eles venderem algo eles tinham que ter em estoque mas nao tinham e enviaram essa na qual eu nao comprei.",1,negativo
26739,"Produto aparenta ser frágil e de pouca qualidade. Sobre o uso nos cabelos, ao invés de dar brilho, deu um efeito contrário, o cabelo ficou opaco e com aparência de ressecado. A chapa que aquece é muito fina e não pega todos os cabelos, tendo que passar a chapinha várias vezes na mesma mecha pra ter o efeito desejado. Estou solicitando a troca.",1,negativo
105041,mais falta do que nota de 3 reais. não funciona é jogar dinheiro do lixo.,1,negativo
70911,Não entendo por que uma TV Full HD está mais cara que uma 4K. a modelo 49MU6300 tem as mesmas configurações dessa 49K6500 é mais barata e ainda é 4K.,2,negativo
115873,Perfume de péssima qualidade. Não fixa 10 minutos. Estou extremamente insatisfeito.,1,negativo
121330,"Como informei em e-mail anterior a este, ao abrir a caixa lacrada foi detectado dois amassados no puxador da porta e outro na forma que vem com o forno, pedi uma solução uma vez que não posso ficar sem o produto e ate agora nada foi resolvido.  Fico no aguardo de uma resposta  Paulo Figueiredo.",4,positivo
120760,"Não tenho o que reclamar do produto.  Muito bom.  Porém se forem comprar... comprem em outro site. A loja estourou com o prazo de dias úteis para a entrega, e nem ao menos entraram em contato. Eu tive que entrar em contato, e só me retornaram no momento da entrega.  Sempre comprei aqui por ser um site sério e de entregas rápidas, esta entrega demorou quase um mês.  Boa sorte",1,negativo
3851,Como vou  avaliar se nunca chega comprei em 10 de dezembro e nao chega  nunca,1,negativo
59199,"Não tem porta-fio, como mostra a foto,  as laterais não são de inox.. é um tipo de plástico",2,negativo
4714,"Veio torta, amassada e com parafuso faltando. Tentei inúmeras vezes contato com o site, e, além da demora em responderem, não permitiram que eu efetuasse a troca numa loja física. O transtorno foi tamanho que preferi ir na Lojas Cem aqui da cidade e comprar outra.",1,negativo
5842,"bom aparelho, é a primeira vez que uso samsung, ainda to mim acostumando com a interface e o botão home. Mesmo se tratando de um aparelho de uma versão anterior ainda oferece uma boa usabilidade, estou satisfeito.",4,positivo
12690,Muito me admira vocês não terem ciência que não me entregaram no prazo.,1,negativo
52215,"Chegou antes do prazo, até o momento não apresentou nenhum defeito. A cor é um pouco mais clara do que na foto, está mais para rosê (eu adorei a cor que veio).",5,positivo
76207,"Aparelho muito bom. Só exige cuidados adicionais , como película e capa protetora para a tela, pois na primeira semana meu aparelho caiu e quebrou a tela",4,positivo
82350,Imagem ótimo fácil estalacao excelente qualidade...,5,positivo
118823,O produto não foi entregue e o fornecedor colocou no site que havia sido entregue. Fiz a reclamação e o mesmo informou que o produto havia sido extraviado nos correios mas sequer me enviou o código de rastreio. Informou que não tinha mais o produto disponível e que se eu aguardaria até que eles tivessem. Levou um mês e a pessoa precisando dos produtos... uma tremenda falta de profissionalismo!,1,negativo
48499,"Péssimo touch, falha constante. poucos livros epub disponíveis na saraiva, conversão do PDF reflow raramente funciona. Não recomendo.",1,negativo
104797,"Adorei, chegou antes do prazo e funciona perfeitamente, recomendo a compra!",5,positivo
30350,"Super fácil de manusear, instalar e faz de tudo. Adorei",4,positivo
64198,"RACK DE ÓTIMA QUALIDADE, EXATAMENTE COMO ESTA ANUNCIANDO. PARABÉNS!!!",4,positivo
88447,"Relógio bem funcional para quem procura um com gps. Bonito. Tamanho do horário no visor ajuda para uma fácil visualização. A pulseira se ajusta perfeitamente, independente de qual marcação vc utilizar pois possui encaixes na extremidade para que a ponta não fique “balançando”.",5,positivo
50880,"Excelente produto, muito eficaz e ótimo custo benéfico. Recomendo totalmente!!!",5,positivo
82034,"comprei este produto no dia 05/03/2018 é até hoje, não vi nem um resultado, sendo que já estamos no dia 06/04/2018. afff",1,negativo
78375,"fiquei mt triste pq vieram algumas peças molhadas e danificadas, e ainda aguardando a chegada da troca da mercadoria",2,negativo
116005,"A compra foi cancelada, o que é estranho pois a loja do fabricante ainda comercializa ele.",2,negativo
13930,"Entrega atrasou e ainda manda produto errado, comprado era 220v e mandaram o 127v. Propaganda enganosa, pois não tem o produto 220v.",1,negativo
7450,Muito bom mesmo.produto seguro parabens recomendo produto excelente qualidade.,4,positivo
21038,"Produto igual ao anúncio,estou satisfeita,veio todas as peças.",5,positivo
114373,Prático e eficiente! A limpeza fica mais fácil e rápida!,4,positivo
115909,O Banho de Vinagre da Magic Color tem um bom resultado. Indico o uso do produto.,4,positivo
8245,A melhor bicicleta da categoria! Meu filho adorou! Recomendo fortemente!,5,positivo
34830,"ainda não montei , mas acredito ser de otima qualidade",4,positivo
76162,"Produto produzido com materiais razoáveis levando em consideração o preço. Bonito, porém veio com defeito. Solicitei a devolução e estou aguardando retorno.",2,negativo
12962,Estava precisando e preenche todas as necessidades pelo qual foi adquirido.,4,positivo
31031,"Não Funcionou, não recomendo esse produto a ninguém..",1,negativo
60763,"Achei ótimo  só  um detalhe não  me agradou  veio com o dia acentedores  com falha, ou seja sem a devida pintura.",4,positivo
98319,"Ótimo custo benefício para tarefas diárias, como pacote office, internet etc.",4,positivo
23363,"Atendeu as minhas expectativas, produto muito bom.",4,positivo
87102,"não recebi a mercadoiia, copos de cerveja ou agua, como posso avaliar.  faz mais de um mês da compra e até agora não recebi os copos.",1,negativo
75369,Então meu carro e preto fizeram um arranhado profundo a caneta incolor nao serviu de nada para mim . Mais ja que meu esposo ja havia rasgado a embalagem testei pra ver e nao adiantou de nada .,2,negativo
116516,Muito bom... Estou super satisfeito! Melhor coisa que fiz foi comprar este controle!,5,positivo
35881,Excelente produto!!!! Recomendo!!!! Comprei e chegou direitinho!  Foi uma excelente compra! Estou mt satisfeita!!!!,5,positivo
47575,"material muito bom. do jeito que eu queria. Entrega rápida, antes do prazo final.",5,positivo
98458,Excelente produto e ótimo preço. Recomendo a todos que precisam com certeza. Entrega muito rápida.,5,positivo
22532,"Em relacao ao celular, tudo certo.. excelente custo beneficio mas, a entrega deixou a desejar entregou em um outro lugar totalmente diferente.. nao me avisaram nem nda .. se nao fosse o rapaz q recebeu nos ligar nem iamos saber q estava la.. nota zero pra transportadora falta de respeito total com o consumidor.",5,positivo
121704,"Não recebi o meu produto, quero meu dinheiro de volta, não venho nem nota fiscal",1,negativo
56192,Parece mais macio do que efetivamente é. O elastano não se amolda bem à cabeça,2,negativo
68294,Até agora ótima aquisição. Ainda não usei o triturador. Mas o mixer trabalha mto bem,4,positivo
64371,Nunca mais acredito nos prazos de entrega dessa porcaria. Estou decepcionada e indignada!,1,negativo
37020,"Isto não é um aparelho auditivo! É uma falsificação barata, que faz MUITO MAL AOS USUÁRIOS!!! Jamais arrisquem a audição com amplificadores, porque no futuro aí sim vão precisar de aparelhos de verdade. Lembrem-se de que PERDA AUDITIVA É IRREVERSÍVEL! USANDO ESSA CAIXA DE SOM NA ORELHA A PERDA AUDITIVA SÓ VAI PIORAR!",1,negativo
120272,"Muito barulho, as bolhas saem pra fora, n conserva a temperatura",1,negativo
128576,Balança doméstica de alta qualidade. Excelente produto.,4,positivo
63357,"Produto de ótima qualidade para o preço. Destaco a qualidade da tela, que por sinal é ótima.",5,positivo
22394,"nao estava encontrando em lugar nenhum no preço que comprei nas lojas americans, agradeço e estou recomendo as pessoas que tenha essa impressora. muito obrigado.",5,positivo
74999,"fiz a devolução desse produto, tentei entrar em contato com vcs mas infelizmente não consegui, por favor quero meu dinheiro de volta. vcs podem entrar em contato comigo, porque com voces eu não consigo. obrigado. já enviei o produto com o codigo de devolução para o fabricante.",1,negativo
14198,"recomendo este produto..muito bom, tecnologia de Ponta. a Samsung esta  se superando cada vez mais.. .",4,positivo
13121,"O fio elétrico se rompeu antes mesmo da utilização do produto, enquanto ainda estava carregando.",1,negativo
12987,"pelo preço e frete, achei muito bom... levou um pouco de tempo a mais do que parece necessário para chegar, porém, bom produto, cumpre bem a função.",4,positivo
89982,Macia e de boa qualidade. Tamanho correto. Recomendo.,5,positivo
93823,"Entrega rápida e o produto funciona muito bem. Para bifes e filés descongela em alguns minutos. Peças de carnes maiores demora mais, mas descongela muito mais rápido do que se deixar em outra superfície",5,positivo
29283,Acabamento regular. Plástico de qualidade mediana.,2,negativo
38866,Não comprem!!!!!!! Eles vendem um produto que não tem. Aguardei 40 dias e ninguém da empresa ligou para dar satisfação. Cancelaram minha compra e somente depois enviaram um e-mail se justificando. Absurdo!,1,negativo
19624,"Produto de péssima qualidade.  Borrachas laterais não fecham, portanto ele não é resistente a água. Bateria com capacidade muito inferior à 40.000 mah Produto frágil e de baixíssima qualidade.  Bastante barato para o que oferece o anúncio, mas na prática não vale o investimento.",1,negativo
128262,"Ainda bem que comprei 220 para usar no 110, ficou fraco o abajour, mas ficou excelente!",4,positivo
116408,"O produto em questão não vem com explicação de como se instala e possui instalação diferente de uma película de vidro. Risca fácil e na hora da instalação as etiquetas para desprender os adesivos cobrem as aberturas da camera e flash, impossibilitando de se conseguir um alinhamento adequado. Além disso mesmo pressionando e limpando corretamente o aparelho, a película forma bolhas e deforma facilmente. Se tentanmos usar qualquer superfície para tirar as bolhas, a película risca ridiculamente fácil. Não gastem dinheiro com este lixo.",1,negativo
55711,empresa demora muito pra acatar o cancelamento do pedido. fiz o cancelamento há quase 1 mes e até o momento não devolveram meu crédito. não recomendo.,2,negativo
117385,Funcionou perfeitamente comigo. Principalmente a unha que era bem quebradiça.,5,positivo
92061,Pesquisei algumas opções e essa é exatamente da cor que procurava. Pedido chegou no prazo,5,positivo
107165,"Comprei esse aparelho por já ser cliente antigo da Asus, então tinha certa confiança na marca. Em menos de 2 meses de uso, surgiram inúmeros problemas, como travamentos, desligamentos súbitos, qualidade de fotos e de gravação de áudio péssimas (apesar de ter otimizado TODAS as configurações possíveis). Além disso a bateria é péssima, não chega nem na metade do dia com um uso moderado. Talvez eu tenha tido o azar de pegar um aparelho específico com defeito, mas de fato estou bastante decepcionado com a compra e NÃO recomendo.",1,negativo
71611,"O produto é excelente com conteúdos atualizados e que atendem o objetivo proposto de introduzir ao estudantes, noções básicas e fundamentais da contabilidade.",5,positivo
102371,"Nunca recebi o meu produto e fui obrigado por um atendente a cancelar o meu pedido após 60 dias de espera .estou revoltado com vocês, mentirosos. todos os meus amigos e familiares vão saber o que vocês fazem com os clientes.",1,negativo
38485,"Comprei este produto com a data estimada para o dia 9/02. E até agora no site, consta ""aguardando nota fiscal"". Hoje recebi um email para confirmar a entrega do produto (?). Tentei diversas vezes entrar em contato, mas nunca tenho um retorno correto! Não posso avaliar o produto ainda, mas com relação a entrega estou decepcionada!!!!",2,negativo
71410,Como que eu vou avaliar um produto que ainda não recebi..,1,negativo
97207,"Aconselho a vocês que não compre desse vendedor que.ele não cumpre a negociação, ele é um enrolão nunca compre com esse vendedor, o site deveria deixar de ser intermediário dessa loja.",1,negativo
127818,Lindo produto e resistente   Eu recomendo  Entregou antes do combinado,5,positivo
44028,comprei a maquina na compre bem e barato chegou na data mais com 30 minutos a maquina esquenta igual as inferiores ......    comprei na COMPRE BEM E BARATO  .. acredito que a origina é a que esta escrito super taper no meio da maquininha ....  TENTAM comprar a nacional ..,1,negativo
63758,Produto de qualidade ruim e eu não consegui fazer ele funcionar,1,negativo
49090,"Na minha opinião acho que deveria ter um kit completo, porquê minha tv utiliza furação para parafusos M4 e este produto não acompanha parafusos M4. Somente parafusos M6 e M8. Então para mim foi uma imensa dor de cabeça.",2,negativo
94276,"Minha caixa de som veio amarela e não liga, péssimo produto, relógio bateria durou 3 horas",1,negativo
10049,Qual o diâmetro (tamanho ) da frigideira ?? Preciso pedir uma tampa avulsa .,5,positivo
94622,"Esperava que o produto viesse de ""primeiro uso"", porém o computador já veio usado e com algumas configurações personalizadas, diferentes daquelas originais do fabricante. Apesar disto, o Desktop está funcionando normalmente.",2,negativo
103918,"Produto de ótima qualidade,  chegou bem rápido, e entendimento excelente...",5,positivo
93027,Ainda não recebi meu produto. Vou esperar até amanhã alguém entrar em contato se não farei o cancelamento.,1,negativo
23833,"Era oq eu esperava, muito bom. É recomendo. ########## ##################### ##################",4,positivo
77401,"Excelente produto!Gostei muito.Recomendo a todos!A entrega foi rapida,super recomendo!",5,positivo
25950,estou muito satisfeito com esse mii system gl mc 5660,5,positivo
89579,"lixo,depois de horas de uso ele trava .................................................",1,negativo
117526,"Gosto muito de comprar este produto aqui, o preço é o prazo para entrega são imbatíveis.",5,positivo
40140,"gostei obrigado, sim gostei muito mbom ja usei....",4,positivo
35065,produto muito bom alem de ter chegado bem antes do tempo *-*,5,positivo
116756,Produto muito bom! A demora foi na entrega mas faz parte! Silenciosa. Nao faz akela bagunca de gelo no congelador. Muito forte e charmosa. Amei . Peqena mas pra mim ta top,5,positivo
66444,PRODUTO NÃO ATENDEU A MINHA EXPECTATIVA XÍCARAS PEQUENAS,2,negativo
22477,"Superou minhas expectativas. Linda,fácil de fixar no box,e chegou com 1 mês de antecedência.",5,positivo
4900,"Gostaria de saber como faço pra fazer a troca,pois o produto não funciona E se vcs irão me reembolsar Pensem bem antes de falar não Pois faço várias compras com vcs E tenho produto pra receber e se vcs não trocarem vou devolver o q está pra chegar Aguardo um retorno urgente",1,negativo
79673,O produto parece bom... Comprei na loja B2T e recomendo.,4,positivo
97862,"recebi até antes do prazo, gostei muito e indico a quem interessar que é seguro e o produto e excelente qualidade",5,positivo
45801,Já reclamei foi aberto protocolo que não esclareceu nada.,1,negativo
36860,Produto chegou com a  caixa roda amassada não funcionando,1,negativo
101680,"ENTREGARAM O PRODUTO ERRADO E ATÉ AGORA NÃO FORAM TROCAR, QUEREM QUE EU POSTE O PRODUTO ERRADO PARA DEPOIS EU RECEBER O MEU CORRETO, LÁ NÃO TEM CORREIOS E O ERRO NÃO FOI MEU, CABE A EMPRESA ME LEVAR O PRODUTO CORRETO",1,negativo
52530,Minha filha adorou. Muito delicado. Minha filha adora shopkins,4,positivo
130341,Muito boa! Mesmo com certeza valeu a compra do produto.,4,positivo
62806,"Efetuei a compra no site e não recebi a mercadoria, ou seja, como avaliar uma coisa pela qual nem recebi??",1,negativo
51929,......................................     .......................,5,positivo
125331,"Muito boa novidade, vale muito a pena, livrou muito espaço da minha cozinha.",5,positivo
100197,produto de boa qualidade entrega rapida !!! satisfeito com a compra !!!,4,positivo
113470,O aparelho nunca sequer funcionou! Me decepcionei.,1,negativo
63576,O produto foi entregue antes do prazo definido e estava de acordo com as especificações.,4,positivo
99387,"O sofá é elegante e confortável, porém veio com defeitos (pequeno rasgo do tecido no braço esquerdo e falta dos pés).",2,negativo
36058,"Usando no celular e computador, tive a impressão geral que o som é mais baixo que todos os fones de ouvido que tenho, no volume máximo fica em torno de 60% de outro produto, nada que impeça seu uso, mas nos desaponta no primeiro momento.  Os sons graves são bons, os sons médios e agudos faltam definição e dependendo do tipo de áudio/musica voce deixa de perceber alguns instrumentos, parece faltar uma calibração adequada.  Pelo valor pago, encontra-se produtos com melhor definição de áudio e volume.",2,negativo
70436,"Ótimo, gostei muito do produto, resolveu meu problema na hora de limpar a minha piscina!!!",5,positivo
96873,Até gostaria de opinar mas não recebi o produto. Ninguém me da uma posição de entrega.,1,negativo
58046,Esse celular eu dei de presente para minha mulher e ela ficou muito satisfeita com ele.,4,positivo
111598,Veio do defeito e não consigo resposta da empresa. O produto  Veio carregado porém  na hora de recarregar ele não carrega,1,negativo
19921,"Uma falta de respeito, vou procurar os meus direitos! Vcs não estão nem aí.  Não vou recebi o meu produto até hoje. Vcs não tem vergonha na cara .Eu comprei o meu produto no site.E a falta de respeito é tanta que fica um jogando para o outro. Vou divulgar e entrarei com processo contra vcs . Favor entrar em contato comigo em até 24h.Falta de e respeito com o consumidor.",1,negativo
32260,O botão de mudança de voltagem é péssimo.... na 1° vez que fui usar na voltagem 220 ele  queimou...,1,negativo
43179,"Muito vagabundo, não tem como ver quase nada, não dá regulagem além de ser feito com material de péssima qualidade... Solicitei a devolução e a loja não me respondeu, e não deu nenhuma satisfação... Estou muito irritado com essa loja, nunca mais compro aqui e não recomendo à ninguém...",1,negativo
67445,"Não consegui a instalação via wi fi, somente usando um cabo USB de uma outra impressora que eu tinha.",5,positivo
80750,Menos de 1 mês que recebi e o pé já esta enferrujando. Não recomendo.,1,negativo
112738,"Além de muito bonito, o aparelho é muito bom e a sua bateria realmente é um grande diferencial, dura muito.",5,positivo
9391,"Apliquei o produto, que só vem disponível para única aplicação e não tive nenhum resultado, muito ruim",1,negativo
76148,"Adorei o produto ótima  qualidade, chegou no prazo super recomendo.",4,positivo
100652,"Bonito e muito confortável, entrega super rápida, nunca tive problemas com a loja.",4,positivo
115527,"A chaleira atendeu minhas expectativas, a água ferve rápido. Aúnica coisa contra é o tamanho do fio, cerca de 30cm.",4,positivo
3321,A pressão d'agua aqui em casa é pouca. Não ficou como eu imaginei.,2,negativo
62117,Achei péssimo o acabamento afinal nem acabamento tem entregue sem nenhuma embalagem apenas embrulhado em um papel pensei que vinha igual essas tábuas que compramos com um acabamento bom um verniz não sei o que passam veio na madeira crua,2,negativo
106359,Lendo sem parar. Texto convidativo. Parabéns ao autor.,4,positivo
68516,"Produto de acordo com o esperado. Entrega rápida, gostei",5,positivo
89031,"Não veio manual de instrução, não me apareceu opções de cores e veio um produto rosa, não oferece sucção e automaticamente não tira cravos.",1,negativo
97814,"não faz sentindo a pré-venda desta loja o meu produto esta previsto para o dia 03/04, mas se eu comprar o jogo agora irá chegar em 3 a 4 dias uteis, qual o sentido desta pré-venda Américas?? a gente paga por um jogo antecipadamente depositando toda nossa confiança e vocês nem sequer fornecem um serviço especial, realmente é triste ver isto de uma marca tão grande, revisem o seu departamento de marketing de relacionamento e forneçam um serviço de entrega melhor.",2,negativo
44611,"Bom dia td bem? Vou ser sincero, eu e minha esposa vimos no site e achamos o preço bom, porém eu expliquei para ela avaliar direito, e agora ela fica reclamando que o material que é feito e muito fraco não vai aguentar, pois temos o intuito de sair em uma viagem pelo Brasil e achei um pouco fraco, mais já foi feito a compra agora não tem mais o que se fazer, obrigado.",2,negativo
93195,"A ENTREGA FOI SUPER RÁPIDA, CHEGOU EM 4 DIAS, POREM A CAIXA QUE VEM, VEM SEM NENHUMA PROTEÇÃO DENTRO.",4,positivo
86146,"Entrega rápida e antes da data prevista. Produto de qualidade, que atendeu minha expectativa.",4,positivo
121361,"Ainda não recebi este produto. Sigo esperando, inclusive uma resposta.",1,negativo
93075,"Fiquei decepcionado não tem potencia nenhuma , parece uma pena, meu velho 2 velocidades é bem melhor..",1,negativo
49435,"PRODUTO NÃO RECEBIDO E ATÉ HOJE, DEPOIS DE MUITAS RECLAMAÇÕES, SEM RESPOSTAS PELO SITE. TOTAL FALTA DE DESRESPEITO!",1,negativo
45501,"Surpreendente. Parece frágil, mas é potente Repito, então, pois recebi a seguinte mensagem: ""!O texto de análise é muito curto."" Surpreendente. Parece frágil, mas é potente",4,positivo
13139,"Produto ótimo! Câmera, memória, velocidade! Recomendo!",4,positivo
73424,Produto forte e bem feito. Superou minhas espectativas.,4,positivo
23025,"meu produto veio com defeito desde o dia 11\1\ 2018 até  agora estou me sentido lesado  nem uma providencia foi tomada ,por parte da loja essa e maneira que vocês tratam o cliente irei fazer b.o procurar procom da minha cidade.",1,negativo
39506,"Relógio não liga veio com defeito, insatisfeito...",1,negativo
82335,"Me mandaram outra cor, sendo que pedi o que esta na foto.. e o relogio e muito pequeno parece infantil",1,negativo
87869,"Produto muito, dentro das expectativas, de fácil utilização",4,positivo
77699,Nao recebi o produto e nao consegui cancelar a compra. Uma furada!,1,negativo
95262,"pelas descrições do aparelho, não pensei duas vez e meu moto;",5,positivo
57755,"Muito bom atendimento.  Comprei voltagem errada, liguei para o pessoal e fui muito bem atendida. Ja efetuaram a troca. Ainda nao recebi o novo entao nao usamos ainda. Mas creio que seja muito bom.",4,positivo
60951,"o tampo de vidro é curto na frente e atras, permindo atras dutante o uso escapar sugeiras. quando fecha o fogao os botoes de controle ficam, desprotegidos, economia na base porcaria pela empresa fabricante , sempre fui cliente mais cada ano piora e ainda por cima nao tem concorrente melhor.",4,positivo
23687,Comprei o microfone da galinha pintadinha e veio outro microfone com uma qualidade péssima.  Gostaria muito que trocassem o meu produto pelo qual eu comprei e não veio.   Att;  Renata Laranjeira,1,negativo
96441,27 cm? Isso não é muito grande? Como avaliar um produto com as dimensões fora da realidade?,2,negativo
128898,"Muito bom mesmo!!! Chegou antes do prazo, veio tudo certo, ansioso pra jogar",5,positivo
108381,"Produto frágil, não tem firmeza nenhuma, desmontam a toa e as cadeiras viram quando a criança vai sentar. Perigoso.  A parte colorida é um papelão fino colado pelas pontas e as peças de montar não se encaixam. Horrível.",1,negativo
76965,"tive problemas ,meu produto nao quis funcionar e niguem quer resolver meu problema ,meu sonho era ter um desse agora estou tao contrariada",1,negativo
38829,"Tem 12 velocidades, mais não bate uma massa de torta. Pode ser muito potente para liquidos, para massa não tem força.",1,negativo
84630,É um ótimo brinquedo pedagógico!  É exatamente o que havia comprado Apenas teve variações da cor,5,positivo
47638,"Gostei muito do produto , muito superior aos importados e mais grosso , bem reforçado .",5,positivo
